0,1,2,3,4,5,6,7,8,9,10,11
80190843,TV Show,First and Last,,,,,2018-01-01,TV-MA,1 Season,Docuseries,Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail.
